no,product_name,roast_level,grind_type,size,reference_image,online_image_url,product_page_url,new_image_filename,status,designer_notes
20,Decaf Mocha Java,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Decaf-Mocha-Java.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Mocha-Java.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
21,Decaf Mocha Java,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
22,Decaf Mocha Java,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Decaf-Mocha-Java.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Decaf-Mocha-Java.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
23,Decaf Mocha Java,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Decaf-Mocha-Java.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Mocha-Java.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
24,Decaf Mocha Java,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-mocha-java/,,,
25,Decaf Private Reserve,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Premium-Ground-Decaf-Private-Reserve.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Ground-Decaf-Private-Reserve.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
26,Decaf Private Reserve,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Decaf-Private-Reserve.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Private-Reserve.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
27,Decaf Private Reserve,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
28,Decaf Private Reserve,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Decaf-Private-Reserve.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Decaf-Private-Reserve.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
29,Decaf Private Reserve,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Decaf-Private-Reserve.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Decaf-Private-Reserve.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
30,Decaf Private Reserve,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/decaf-private-reserve/,,,
31,Organic Water Process Decaf,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Organic-Water-Pressed-Decaf-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-Water-Pressed-Decaf-Ground.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
32,Organic Water Process Decaf,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Organic-Water-Processed-Decaf.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Water-Processed-Decaf.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
33,Organic Water Process Decaf,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
34,Organic Water Process Decaf,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-Water-Pressed-Decaf.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-Water-Pressed-Decaf.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
35,Organic Water Process Decaf,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-Water-Processed-Decaf.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Water-Processed-Decaf.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
36,Organic Water Process Decaf,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
