no,category,product_name,roast_level,grind_type,size,reference_image,online_image_url,product_page_url,new_image_filename,status,designer_notes
80,Premium,Sumatra Mandheling,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Single-Origin-Sumatra-Mandheling.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Single-Origin-Sumatra-Mandheling.jpg,https://jeremiahspick.com/product/sumatra-mandheling/,,,
81,Premium,Sumatra Mandheling,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Premium-Sumatra.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Premium-Sumatra.jpg,https://jeremiahspick.com/product/sumatra-mandheling/,,,
82,Premium,Sumatra Mandheling,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/sumatra-mandheling/,,,
,── Organic (69 designs) ──,,,,,,,,,,
1,Organic,Organic Breakfast Blend,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Organic-Breakfast-Blend-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-Breakfast-Blend-Ground.jpg,https://jeremiahspick.com/product/organic-breakfast-blend/,,,
2,Organic,Organic Breakfast Blend,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Organic-Breakfast-Blend.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Breakfast-Blend.jpg,https://jeremiahspick.com/product/organic-breakfast-blend/,,,
3,Organic,Organic Breakfast Blend,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-breakfast-blend/,,,
4,Organic,Organic Breakfast Blend,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-Breakfast-Blend.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-Breakfast-Blend.jpg,https://jeremiahspick.com/product/organic-breakfast-blend/,,,
5,Organic,Organic Breakfast Blend,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-Breakfast-Blend.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Breakfast-Blend.jpg,https://jeremiahspick.com/product/organic-breakfast-blend/,,,
6,Organic,Organic Breakfast Blend,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-breakfast-blend/,,,
7,Organic,Organic Chocatal,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Organic-Chocatal-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-Chocatal-Ground.jpg,https://jeremiahspick.com/product/organic-chocatal/,,,
8,Organic,Organic Chocatal,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Organic-Chocatal.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Chocatal.jpg,https://jeremiahspick.com/product/organic-chocatal/,,,
9,Organic,Organic Chocatal,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-chocatal/,,,
10,Organic,Organic Espresso,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Organic-Expresso-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-Expresso-Ground.jpg,https://jeremiahspick.com/product/organic-espresso/,,,
11,Organic,Organic Espresso,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Organic-Espresso.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Espresso.jpg,https://jeremiahspick.com/product/organic-espresso/,,,
12,Organic,Organic Espresso,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-espresso/,,,
13,Organic,Organic Espresso,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-Expresso.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-Expresso.jpg,https://jeremiahspick.com/product/organic-espresso/,,,
14,Organic,Organic Espresso,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-Espresso.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Espresso.jpg,https://jeremiahspick.com/product/organic-espresso/,,,
15,Organic,Organic Espresso,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-espresso/,,,
16,Organic,Organic French Roast,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Organic-French-Roast-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-French-Roast-Ground.jpg,https://jeremiahspick.com/product/organic-french-roast/,,,
17,Organic,Organic French Roast,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Organic-French-Roast.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-French-Roast.jpg,https://jeremiahspick.com/product/organic-french-roast/,,,
18,Organic,Organic French Roast,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-french-roast/,,,
19,Organic,Organic French Roast,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-French-Roast.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-French-Roast.jpg,https://jeremiahspick.com/product/organic-french-roast/,,,
20,Organic,Organic French Roast,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-French-Roast.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-French-Roast.jpg,https://jeremiahspick.com/product/organic-french-roast/,,,
21,Organic,Organic French Roast,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-french-roast/,,,
22,Organic,Organic Mexico,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Organic-High-Grown-Mexico-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-High-Grown-Mexico-Ground.jpg,https://jeremiahspick.com/product/organic-mexico/,,,
23,Organic,Organic Mexico,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Organic-High-Grown-Mexico.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-High-Grown-Mexico.jpg,https://jeremiahspick.com/product/organic-mexico/,,,
24,Organic,Organic Mexico,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-mexico/,,,
25,Organic,Organic Mexico,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-High-Grown-Mexico.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-High-Grown-Mexico.jpg,https://jeremiahspick.com/product/organic-mexico/,,,
26,Organic,Organic Mexico,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-High-Grown-Mexico.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-High-Grown-Mexico.jpg,https://jeremiahspick.com/product/organic-mexico/,,,
27,Organic,Organic Mexico,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-mexico/,,,
28,Organic,Organic Mocha Java Pure,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Organic-Mocha-Java-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-Mocha-Java-Ground.jpg,https://jeremiahspick.com/product/organic-mocha-java-pure/,,,
29,Organic,Organic Mocha Java Pure,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Organic-Mocha-Java.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Mocha-Java.jpg,https://jeremiahspick.com/product/organic-mocha-java-pure/,,,
30,Organic,Organic Mocha Java Pure,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-mocha-java-pure/,,,
31,Organic,Organic Mocha Java Pure,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-Mocha-Java.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-Mocha-Java.jpg,https://jeremiahspick.com/product/organic-mocha-java-pure/,,,
32,Organic,Organic Mocha Java Pure,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-Mocha-Java.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Mocha-Java.jpg,https://jeremiahspick.com/product/organic-mocha-java-pure/,,,
33,Organic,Organic Mocha Java Pure,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-mocha-java-pure/,,,
34,Organic,Organic Peru,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Organic-Peru-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-Peru-Ground.jpg,https://jeremiahspick.com/product/organic-peru/,,,
35,Organic,Organic Peru,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Organic-Peru.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Peru.jpg,https://jeremiahspick.com/product/organic-peru/,,,
36,Organic,Organic Peru,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-peru/,,,
37,Organic,Organic Peru,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-Peru.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-Peru.jpg,https://jeremiahspick.com/product/organic-peru/,,,
38,Organic,Organic Peru,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-Peru.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Peru.jpg,https://jeremiahspick.com/product/organic-peru/,,,
39,Organic,Organic Peru,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-peru/,,,
40,Organic,Organic PowerCafe,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Organic-Powercafe-w-Yerba-Mate-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-Powercafe-w-Yerba-Mate-Ground.jpg,https://jeremiahspick.com/product/organic-powercafe/,,,
41,Organic,Organic PowerCafe,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Organic-Powercafe-w-Yerba-Mate.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Powercafe-w-Yerba-Mate.jpg,https://jeremiahspick.com/product/organic-powercafe/,,,
42,Organic,Organic PowerCafe,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-powercafe/,,,
43,Organic,Organic PowerCafe,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-Powercafe-w-Yerba-Mate.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-Powercafe-w-Yerba-Mate.jpg,https://jeremiahspick.com/product/organic-powercafe/,,,
44,Organic,Organic PowerCafe,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-Powercafe-w-Yerba-Mate.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Powercafe-w-Yerba-Mate.jpg,https://jeremiahspick.com/product/organic-powercafe/,,,
45,Organic,Organic PowerCafe,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-powercafe/,,,
46,Organic,Organic Sumatra,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Organic-Sumatra-Medium-Roast-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-Sumatra-Medium-Roast-Ground.jpg,https://jeremiahspick.com/product/organic-sumatra/,,,
47,Organic,Organic Sumatra,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Organic-Sumatra.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Sumatra.jpg,https://jeremiahspick.com/product/organic-sumatra/,,,
48,Organic,Organic Sumatra,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-sumatra/,,,
49,Organic,Organic Sumatra,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-Sumatra-Medium-Roast.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-Sumatra-Medium-Roast.jpg,https://jeremiahspick.com/product/organic-sumatra/,,,
50,Organic,Organic Sumatra,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-Sumatra.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Sumatra.jpg,https://jeremiahspick.com/product/organic-sumatra/,,,
51,Organic,Organic Sumatra,Medium Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-sumatra/,,,
52,Organic,Organic Water Process Decaf,Dark Roast,Ground,10oz Bag,reference-images/10-oz-Organic-Water-Pressed-Decaf-Ground.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Organic-Water-Pressed-Decaf-Ground.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
53,Organic,Organic Water Process Decaf,Dark Roast,Ground,1lb Bag,reference-images/1-lb-Organic-Water-Processed-Decaf.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Water-Processed-Decaf.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
54,Organic,Organic Water Process Decaf,Dark Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
55,Organic,Organic Water Process Decaf,Dark Roast,Whole Bean,10oz Bag,reference-images/10-oz-Organic-Water-Pressed-Decaf.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/05/10-oz-Organic-Water-Pressed-Decaf.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
56,Organic,Organic Water Process Decaf,Dark Roast,Whole Bean,1lb Bag,reference-images/1-lb-Organic-Water-Processed-Decaf.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Organic-Water-Processed-Decaf.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
57,Organic,Organic Water Process Decaf,Dark Roast,Whole Bean,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/organic-water-process-decaf/,,,
58,Organic,Pick of the Harvest: Organic Chanchamayo Peru,,Ground,10 oz. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
59,Organic,Pick of the Harvest: Organic Chanchamayo Peru,,Ground,1 lb. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
60,Organic,Pick of the Harvest: Organic Chanchamayo Peru,,Ground,5 lb. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
61,Organic,Pick of the Harvest: Organic Chanchamayo Peru,,Whole Beans,10 oz. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
62,Organic,Pick of the Harvest: Organic Chanchamayo Peru,,Whole Beans,1 lb. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
63,Organic,Pick of the Harvest: Organic Chanchamayo Peru,,Whole Beans,5 lb. Bag,reference-images/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/1-lb-Pick-of-the-Harvest-Chanchamayo.jpg,https://jeremiahspick.com/product/organic-chancamayo/,,,
64,Organic,Pick of the Harvest: Organic Maria Elena Sol,,Whole Bean,1lb Bag,reference-images/PICK-OF-THE-HARVEST-ORGANIC-MARIA-ELENA-SOL-1-LB.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/PICK-OF-THE-HARVEST-ORGANIC-MARIA-ELENA-SOL-1-LB.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-maria-elena-sol/,,,
65,Organic,Pick of the Harvest: Organic San Juan Intibuca,,Whole Bean,1lb Bag,reference-images/1-lb-Pick-of-the-Harvest-San-Juan.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Pick-of-the-Harvest-San-Juan.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-san-juan-intibuca/,,,
66,Organic,Pick of the Harvest: Organic Santa Rosa,,Whole Bean,1lb Bag,reference-images/1-lb-Pick-of-the-Harvest-Organic-Santa-Rosa.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Pick-of-the-Harvest-Organic-Santa-Rosa.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-santa-rosa/,,,
67,Organic,Pick of the Harvest: Organic Sierra Madre de Chiapas,,Whole Bean,1lb Bag,reference-images/1-lb-Pick-of-the-Harvest-Organic-Sierra-Madre.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Pick-of-the-Harvest-Organic-Sierra-Madre.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-sierra-madre/,,,
68,Organic,Pick of the Harvest: Organic Veracruz,,Whole Bean,1lb Bag,reference-images/1-lb-Pick-of-the-Harvest-Organic-Vera-Cruz.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Pick-of-the-Harvest-Organic-Vera-Cruz.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-veracruz/,,,
69,Organic,Pick of the Harvest: Organic Vilcabamba,,Whole Bean,1lb Bag,reference-images/1-lb-Pick-of-the-Harvest-Vilcabamba.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Pick-of-the-Harvest-Vilcabamba.jpg,https://jeremiahspick.com/product/pick-of-the-harvest-organic-vilcabamba/,,,
,── Specialty-Single-Origins (36 designs) ──,,,,,,,,,,
1,Specialty-Single-Origins,100% Pure Jamaican Blue Mountain,Light Roast,Ground,1lb Bag,reference-images/100-JAMAICAN-BLUE.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/11/100-JAMAICAN-BLUE.jpg,https://jeremiahspick.com/product/100-jamaican-blue-mountain/,,,
2,Specialty-Single-Origins,100% Pure Jamaican Blue Mountain,Light Roast,Whole Bean,1lb Bag,reference-images/100-JAMAICAN-BLUE-WHOLE.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/11/100-JAMAICAN-BLUE-WHOLE.jpg,https://jeremiahspick.com/product/100-jamaican-blue-mountain/,,,
3,Specialty-Single-Origins,100% Pure Kona,Light Roast,Ground,1lb Bag,reference-images/100-HAWAIIAN-KONA.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/11/100-HAWAIIAN-KONA.jpg,https://jeremiahspick.com/product/100-pure-kona/,,,
4,Specialty-Single-Origins,100% Pure Kona,Light Roast,Whole Bean,1lb Bag,reference-images/100-HAWAIIAN-KONA-WHOLE.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/11/100-HAWAIIAN-KONA-WHOLE.jpg,https://jeremiahspick.com/product/100-pure-kona/,,,
5,Specialty-Single-Origins,Ethiopia Sidamo,Medium Roast,Whole Bean,12oz Jar,reference-images/JAR-ETHIOPIA-SIDAMO-NENSEBO-MEDIUM-ROAST.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2018/07/JAR-ETHIOPIA-SIDAMO-NENSEBO-MEDIUM-ROAST.jpg,https://jeremiahspick.com/product/ethiopia-sidamo/,,,
6,Specialty-Single-Origins,Ethiopia Utopia,Medium Roast,Ground,10oz Bag,reference-images/10-oz-Single-Origin-Ground-Ethiopia-Utopia.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Single-Origin-Ground-Ethiopia-Utopia.jpg,https://jeremiahspick.com/product/ethiopia-utopia/,,,
7,Specialty-Single-Origins,Ethiopia Utopia,Medium Roast,Ground,1lb Bag,reference-images/1-lb-Ethiopia-Utopia.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Ethiopia-Utopia.jpg,https://jeremiahspick.com/product/ethiopia-utopia/,,,
8,Specialty-Single-Origins,Ethiopia Utopia,Medium Roast,Ground,5lb Bag,reference-images/5-lb-blue-orange-bags.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/5-lb-blue-orange-bags.jpg,https://jeremiahspick.com/product/ethiopia-utopia/,,,
9,Specialty-Single-Origins,Ethiopia Utopia,Medium Roast,Whole Bean,10oz Bag,reference-images/10-oz-Premium-Whole-Bean-Single-Origin-Ethiopia-Utopia.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/10-oz-Premium-Whole-Bean-Single-Origin-Ethiopia-Utopia.jpg,https://jeremiahspick.com/product/ethiopia-utopia/,,,
10,Specialty-Single-Origins,Ethiopia Utopia,Medium Roast,Whole Bean,1lb Bag,reference-images/1-lb-Ethiopia-Utopia.jpg,https://s3-us-west-1.amazonaws.com/jeremiahspick/wp-media-folder-media/wp-content/uploads/2021/09/1-lb-Ethiopia-Utopia.jpg,https://jeremiahspick.com/product/ethiopia-utopia/,,,
